geo_lat,geo_lon
58.0102583,56.2342034
56.829886,60.530101
54.9403938,82.9699659
56.8426314,60.6178222
44.86754,37.331935
56.8222166,35.8788454
59.982522,30.322105
59.8571362,30.3746545
55.79516,37.776917
55.7832873,37.2579773
55.754504,38.0481252
55.9409022,37.6602486
61.7543168,34.4361691
45.2806482,37.3797423
55.8597228,37.4209324
55.6413,37.767582
45.011077,39.063321
57.1173898,65.5036792
55.777251,37.830159
53.1950306,50.1069518
60.077602,30.336422
56.070258,92.940966
59.874426,30.262077
55.051278,82.9719084
55.5547749,37.3111117
51.64919,39.165043
55.4531349,37.7465931
55.7434619,52.3959165
60.0448229,30.6969995
59.64091,30.431444
43.585329,39.719262
55.0139939,83.0033194
54.7297844,20.4918489
54.711405,55.819165
55.03566,82.9585146
55.6428812,37.703632
59.8490816,30.24063
54.9688741,82.8718205
55.75242,49.1955533
55.0303931,83.0155452
56.8009617,60.4915428
52.5970525,39.4881355
53.3479968,83.7798064
60.028717,30.416965
43.6633753,39.6517434
56.1119472,47.2612509
45.1148394,39.0266459
55.700694,37.733419
54.9383147,82.8834049
54.9369012,83.1126667
55.720673,37.417645
45.0026474,41.9038015
50.556941,36.5528234
47.228852,38.908218
53.3255653,50.3173352
56.0962363,54.2539933
47.0870324,39.7568002
55.4183077,37.4838005
57.5785514,39.9200732
45.0613723,38.9620885
56.8969527,60.5909576
54.7114562,20.5775057
55.0128684,82.9999987
54.94656,82.970744
55.4730572,37.7079448
59.87267,30.396088
55.7434619,52.3959165
56.0218122,92.7649786
55.791825,49.172602
43.5161148,43.6132166
51.7359542,39.2946236
45.068869,38.978763
55.3126494,37.5201872
55.7235479,52.3639784
45.069881,39.024136
55.74039,37.81955
59.987747,30.334381
60.027969,30.4192831
50.0990076,118.0354636
55.7559552,52.4104193
46.676786,38.2978154
53.5996666,87.3354942
56.113873,92.9379886
54.91631,37.391132
55.722336,37.8343906
55.343858,86.0016155
55.8562328,37.6591729
55.0303931,83.0155452
55.7378376,52.4315001
57.684141,39.806192
55.028191,82.9211489
56.1189525,47.4577115
55.0128402,83.0018862
54.94772,82.975426
45.112099,39.0240328
55.75785,37.805572
56.9064655,60.5943536
57.1529744,65.5344099
54.8643418,38.5419856
55.7013598,37.9043212
45.012255,39.037243
53.3479968,83.7798064
54.9441684,20.1512094
52.0469719,113.4911812
