geo_lat,geo_lon
56.8304009,60.5517593
54.9644368,82.9450065
54.9412979,82.9616935
54.9425851,37.3988896
55.6826804,37.8689805
53.7187064,91.4549764
57.7242112,39.7535888
55.03613,82.97793
54.4282701,86.439012
58.0942745,38.6815141
57.1522594,65.5730207
44.6790473,37.7829983
56.8536647,60.6480201
47.28205,39.708527
45.0575135,39.0090289
59.990746,30.432532
55.8600642,37.5405923
54.941999,82.96301
43.589672,39.738323
54.945609,82.96027
53.877994,86.6111197
51.6810687,39.1257969
54.978207,83.04755
55.039476,60.112708
60.0717398,30.3297191
57.9101514,60.1142774
55.0355732,82.9574491
55.8135229,37.0796637
55.4291463,37.5022689
56.7793477,60.5253025
53.307928,50.2879174
46.6740859,38.3011991
55.5526106,37.8589276
59.7913944,30.1515643
55.2440365,38.7670096
45.046813,39.029841
55.7695687,49.242104
53.3546449,83.7009094
45.0855531,39.0446268
57.7025616,39.7721469
55.0507746,82.9176993
55.8047361,37.7508978
55.1201644,61.5139919
56.8304009,60.5517593
44.6604893,37.7603056
54.5304924,52.8015524
59.9901554,30.3275634
55.049038,82.96732
53.202718,50.143357
57.9021501,60.1293392
59.9489841,29.9265815
59.912328,30.288335
51.3261503,37.8818417
45.0960165,39.0011664
54.729221,55.927556
50.5655795,36.6005219
57.2031541,65.4401914
55.8672647,49.2309282
53.7243399,91.4402252
44.048469,42.8807893
54.9449409,82.971643
47.222531,39.718705
55.0132483,83.0006093
52.02094,113.547016
54.966882,82.896454
57.5866605,39.9009099
46.2795384,39.8133601
55.7943584,49.1114975
43.023021,44.657148
58.113598,56.319122
55.654614,37.393739
57.1168422,65.4673309
55.711767,37.643345
54.765389,83.095511
56.289799,43.8593353
43.4845464,43.60713
42.9771951,47.4766059
54.947346,82.97016
55.376805,39.040459
55.7250828,37.9771973
55.17388,61.5501626
57.3680658,61.859156
45.062248,39.001122
55.625709,37.314112
47.2350185,39.6051541
55.5550385,37.4665615
44.899402,37.356172
44.6739752,37.7911547
57.1529744,65.5344099
55.7610003,37.5385728
54.8190663,56.1103545
57.1134677,61.3998579
53.81947,91.40541
51.6626154,39.1535021
43.607147,39.724644
55.8665392,37.3936866
55.7770278,37.4804975
55.7528612,52.0192561
50.6009402,36.5773866
55.0128684,82.9999987
42.8947488,47.6304516
56.191498,44.082712
44.730469,37.754943
44.7257256,37.7540991
52.0710787,113.3980836
56.21562,43.803253
55.7935361,49.1803004
55.8422159,49.1300302
43.0465994,44.6575568
55.6587881,51.8339252
57.6761173,39.7828661
55.4329493,37.5366269
55.9505782,37.3280848
55.905568,37.869729
59.8735614,29.8931708
55.0135228,83.0027967
47.245924,39.689961
59.894121,30.447831
53.1833801,50.0889264
55.520054,37.586693
53.3479968,83.7798064
55.028191,82.9211489
55.0303931,83.0155452
54.984486,83.04025
56.8737624,53.1843842
44.891273,37.340553
45.0537043,38.9984168
59.912388,30.299088
55.0318321,82.9001877
55.8491663,37.4478943
47.1233417,39.7673602
54.94772,82.975426
53.192317,50.1108663
55.7454065,37.5572879
56.7787634,60.6718099
55.5170525,86.0984325
54.939526,83.1000913
55.7042711,37.9420436
55.0303931,83.0155452
54.162373,45.150431
59.3977948,56.8489165
45.084112,39.020193
56.2672084,44.0236276
45.1417635,38.9938553
45.010536,39.06785
55.6732948,37.5735992
56.3412014,43.9408056
55.751626,37.7113919
45.056626,38.946944
54.9471407,82.9585961
54.7074702,20.5073241
55.365581,39.066501
55.012889,83.000083
55.68094,37.720062
55.7694882,49.2409485
43.5854551,39.7231548
55.0527436,82.9160575
55.0436447,82.9013796
47.2697546,39.6798882
54.864161,38.539783
55.536105,37.515057
60.0461885,30.3527604
57.1132901,65.5878649
44.6825772,37.789154
55.9980427,92.9223552
55.839957,37.49524
55.8319013,49.1009725
55.8783617,37.421898
55.85485,37.606182
55.6681422,37.2849941
55.102112,82.975353
56.4967944,60.2565261
55.8502843,37.6851805
45.0093523,41.9011091
60.0143935,30.3213683
55.8361,37.968185
57.5675233,39.9217761
44.7325168,37.7477853
55.9192799,37.8374214
54.944993,82.962031
55.0628672,82.9039045
44.050819,42.8969459
56.6357146,47.8407754
54.242441,56.244248
53.1728686,45.0019382
54.9449409,82.971643
61.8005398,34.2879555
53.348053,83.779875
56.4996402,84.963943
56.8008396,60.6379247
47.1354531,39.747202
48.2789003,41.0584398
44.7181339,37.7779732
45.0886403,39.0041155
54.943577,82.95886
59.9901554,30.3275634
45.027737,39.091519
45.006176,38.960626
54.944094,82.968391
55.9224675,37.8420792
55.04514,82.902466
53.3196786,50.3057595
55.1833458,61.4631425
45.0722109,39.0291658
55.5862702,37.4576837
51.6593332,39.1969229
59.8578591,30.2316594
56.3042275,44.0031528
54.943142,82.964465
56.0137796,37.4408195
55.7652734,49.1423548
53.37372,83.7186748
57.1756591,65.5558425
44.135571,43.441889
58.3571437,59.8419588
59.8766862,29.8909486
55.9176134,37.9502942
56.789925,60.617345
55.8265416,49.104549
55.0403585,82.9765574
