geo_lat,geo_lon
55.856275,37.424192
55.6667396,37.7480071
54.9462196,82.9737747
60.033153,30.236448
52.5136993,103.8794783
54.979454,83.05062
59.4556575,32.006973
59.9807,30.336025
55.145992,61.397361
55.8869181,37.5341364
55.3516268,86.1580178
45.002206,39.082752
55.1022987,61.4800041
54.9460168,82.9728021
56.0218122,92.7649786
54.99039,83.040795
54.944735,82.959884
50.5655559,36.5326873
55.8549422,35.8655137
55.3830113,39.0358317
55.070763,82.908775
55.0303931,83.0155452
55.0403561,82.9064978
45.093524,39.0101903
42.9360334,47.5442884
44.8780616,37.339364
51.8335853,107.5842223
44.972655,37.2785364
53.1933514,50.2096507
55.4247059,37.7586484
43.4748558,43.5765662
55.0195923,83.0111495
56.8822603,60.5061225
43.6143972,39.748522
56.0674186,47.2849945
55.694865,37.748529
55.097481,82.957332
53.191933,50.13955
55.8012732,49.2462414
56.8001435,60.5205911
45.006374,39.106467
56.7921831,60.7755827
44.7689895,39.8649958
55.5485532,37.4622518
47.2312613,39.7375235
59.9619551,30.3282268
51.3110217,39.2122076
56.837318,60.661528
47.2224566,39.718803
45.025176,39.036659
55.5642346,37.2880512
55.0148325,82.8899597
45.1333957,39.0238455
51.692782,39.208399
57.1302639,65.6104559
55.0303931,83.0155452
54.1761194,45.1293469
54.9421228,82.9579848
45.0398527,39.1093916
56.78227,60.5216799
56.34681,43.93668
55.047672,82.920313
55.8078954,37.841464
55.784595,49.152428
54.7016116,20.5158579
55.680118,37.451564
54.8635827,82.983913
54.944957,82.96274
55.6967837,52.3026714
55.0303931,83.0155452
54.7523283,83.1180022
45.0647204,41.9328752
45.0608066,38.9688674
45.0370165,38.9170294
55.5726062,38.2388245
47.2350086,39.6016347
43.3288795,45.6945548
54.9471407,82.9585961
59.939084,30.315879
43.603359,39.7208804
56.8455849,35.7759807
60.052784,30.314548
55.6621678,37.4262205
45.0570081,41.9319453
57.1246562,65.516537
55.0189009,82.9462612
59.9287696,30.4798087
56.2986518,39.3727811
54.7297844,20.4918489
52.576546,39.51271
55.03804,83.00962
56.1027943,47.2804829
55.804025,37.5971
57.1547255,65.5619738
61.6471549,50.8073815
59.9800409,30.3536488
55.784147,37.846921
42.975111,47.5204511
55.155457,61.416046
55.05835,82.97954
56.104762,47.294243
57.1471031,65.5797675
44.718923,37.778847
47.2224566,39.718803
56.8768125,53.2593923
55.5862702,37.4576837
57.550083,39.9419683
59.861747,30.31426
60.0575001,30.3474884
45.038618,39.1233623
54.196599,45.1856492
55.6465629,37.6065559
60.0828858,30.3521433
