geo_lat,geo_lon
55.8633218,49.2209601
45.030018,38.979948
56.863325,60.6558367
43.4488999,39.914185
55.586829,37.907631
55.1226955,61.3654498
56.6333829,47.8032292
45.084112,39.020193
56.8372544,53.2095054
55.89611,37.541485
55.722482,37.774804
55.7525865,38.1161019
43.614993,39.745187
56.8822919,60.5025359
42.9683859,47.5186399
54.9921144,82.8468312
55.0303931,83.0155452
57.0983042,65.6242966
57.1870724,65.571618
54.9337776,20.1399193
55.777099,37.526932
55.0303931,83.0155452
54.764812,83.08836
45.00424,39.034
55.0507219,82.9377292
59.832127,30.327331
53.1144603,45.0696607
55.71586,37.728046
64.537231,40.532866
59.83584,30.141936
47.2309693,39.6198801
45.015747,38.996926
54.7543835,83.1213948
55.1077073,82.962203
47.2350086,39.6016347
47.221336,39.734715
55.038734,82.9856
57.109173,65.6096
59.994872,30.275108
61.759069,34.442513
53.348736,50.2202084
55.6830094,37.7419994
56.2303005,43.830674
56.8885879,60.5077411
55.1928003,61.3083419
45.0275072,39.0204963
55.7567107,52.0543794
45.05853,39.034
57.025634,53.987928
55.0303931,83.0155452
55.1420306,61.4102069
53.2245863,50.2132009
45.0614045,38.9456725
45.034279,42.011421
55.0829469,82.6489012
57.6366958,39.8315214
58.629042,59.7880531
59.877628,30.402547
56.348248,43.8724
55.9300476,37.8925169
56.8757964,60.5169262
51.6810687,39.1257969
57.1739796,65.4719065
45.040502,38.974244
55.8503819,37.6155237
55.617891,37.757602
55.0144633,83.0020738
47.322008,39.68836
55.0128684,82.9999987
45.0837084,38.8963718
55.9409022,37.6602486
55.678458,37.873035
45.026718,38.959116
57.1101138,65.5534403
59.9623504,30.4050451
58.6288546,49.6743308
55.0139939,83.0033194
55.98508,92.951288
55.9170351,37.4172824
55.833587,37.571686
45.2155553,37.8948316
55.04801,82.93664
57.56767,39.8694015
55.0303931,83.0155452
55.050478,82.968516
51.0660718,39.9890241
55.8862066,37.7016
56.0705904,47.2852545
54.7297844,20.4918489
56.9865268,60.4559139
55.5623247,37.4698413
57.587749,39.91116
45.149878,38.992776
44.748277,37.7544037
59.979034,30.373091
55.6081194,38.862425
54.9439663,82.964339
56.342545,43.915805
55.5929736,38.1294806
55.4323874,37.7728368
55.9036337,38.119113
60.033728,30.242305
55.07326,82.973595
56.0191149,92.7804674
45.2511182,38.1154303
55.0128402,83.0018862
55.0303931,83.0155452
55.0144633,83.0020738
44.8536947,38.6819571
55.512844,36.69276
55.0644095,82.9103165
55.724221,37.465299
44.9969753,41.9271746
54.947372,82.972307
47.053523,39.788989
55.0550516,82.9787913
47.1974908,39.6263036
55.8189722,37.2470713
56.112417,92.926126
54.7327555,83.0798621
54.935722,82.88295
59.2483905,39.8355662
45.4418806,40.6098431
43.5854551,39.7231548
55.772308,37.498344
54.8593839,82.9756882
54.7124407,55.9973394
57.1577084,65.5629931
55.0837124,82.6470837
54.947786,82.970996
47.5848675,41.1013874
45.1388045,38.9867139
56.3240627,44.0053913
60.039076,30.227959
